category,description
Electronics,"Pruthvik 3 Port USB 2.0 Hub + All in One Combo Card Reader for Pen Drive, Cameras, mobiles, PC, Laptop, Notebook, Tablet, or Docking Station Brand : Pruthvik Enterprise  Colour :  Pink  Warranty :  2 Year Warranty with Pruthvik Enterprise  Description:    high data transfer speed, now you don't have to wait too long to transfer your file. You can directly plug it into the USB to get your work done. No adapter, plugs, etc. needed. It is smaller in size compared to other devices. Thus, you have the option to carry it along with you wherever you go. It supports a wide range of cards starting from SD, MMC, and microSD to M2 and many more.    This memory card reader comes with a compact design for mobile users. It is therefore portable and therefore you can carry it when you are on the go. It supports T-Flash card, MS, MS Pro, Ms Duo, MS Pro Duo, Mini SD, SD, MMC, RS MMC and Micro MS (M2).     This high Speed USB 2.0 offers data transfer at a lightening speed of up to 480 Mbps. With this handy, you can transfer files from your computer to other digital devices. What makes this product unique is that it comes with status indicators.     USB Card Reader is all you need to have with you for accessing your data conveniently. You can even use this reader as a pen drive and get access to all your stored data. It supports all kinds of gadgets such as cameras, mobiles, MP3s, and PDAs.    Features:   Brand new and high quality.  All in one design, 3 Port USB HUB,SD MMC M2 MS Card Reader.  3 Ports USB HUB, high speed usb 2.0, up to 480Mbps transfer rate.  Backward compatible with 1.1/1.0.  Low Power Consumption, Suitable for Desktop & Notebook PC.  Card Reader, supports memory card MS/MS PRO DUO/SD/MMC/M2/Micro SD(TF).  Plug and play, no driver needed.   System requirements: Windows 98SE/ME/2000/XP/7/Linux 2.4/Mac OS 10.0"
Electronics,Intex IT-PB12.5K 12500mAH Power Bank (White-Grey) Colour:White-Grey   Output power is 5V/1A (max) and 2 x 5V/2.1A (max). Input power is 5V/2.1A. Capacity is 12500mAH.
Electronics,"AmazonBasics 3.5mm to 2-Male RCA Adapter cable - 8 feet Size name:8 Feet   Easily connect smartphones, tablets, MP3 players, and other mobile devices to a speaker, stereo receiver, or other RCA-enabled device with the AmazonBasics 3.5mm to 2-Male RCA adapter cable. The handy adapter cable provides two Male RCA connectors on one end and a 3.5mm Male connector on the other end. The Male RCA connectors fit devices with a left and right audio input, while the 3.5mm Male connector works with portable audio devices equipped with a standard 3.5mm auxiliary jack (typically used for headphones or ear buds)."
Electronics,"AmazonBasics Digital Optical Audio Toslink Cable - 9.8 Feet (3 Meters),Black Size name:9.8 Feet                                                                                 |                            Style name:Standard   AmazonBasics Digital Optical Audio Toslink Cable - 9.8 Feet (3 Meters)"
Electronics,"FiiO M3K HiFi Metal Shell Music Player with Digital Voice Recorder (Black) Colour:Black   Up to 2TB of storage expansion: The M3K supports micro-SD cards for storage expansion, up to a massive 2TB (When they become available. ) You no longer need to worry about what music to take with you simply just take everything."
Electronics,AmazonBasics Digital Audio Coaxial Cable - 25 Feet Size name:25 Feet   AmazonBasics Digital Audio Coaxial Cable - 25 Feet
Electronics,"AW 51""x23"" Shooting Table 3x Softboxes 12x 45W Continuous Bulbs 2x 6.5Ft Lighting Stand Photo Studio Kit AW 51quot;x23Shooting Table 3x Softboxes 12x 45W Continuous Bulbs 2x 6.5Ft Lighting Stand Photo Studio Kit"
Electronics,HP 680 Original Ink Advantage Cartridge (Black) Colour:Black   Make the most of every memory when you use Original HP Ink cartridges for your photos as every print is developed with quality in mind. Relive great experiences from fade-resistent prints that last a lifetime when using Original HP Ink. Capture more moments with greater page yield and cost efficiencies when you print with Original HP Ink XL cartridges. Keep cartridges out of landfill by using HP's free recycling service with Cartridges 4 Planet Ark collection bins in most Retail stores.
Electronics,"Fujifilm Instax Mini 90 Neo Classic Instant Film Camera (Brown) Colour:Brown   The Instax Mini 90 Neo Classic combines a premium build quality with a stylish, retro camera design that offers a full range of camera functions. Featuring a variety of new shooting modes, the Instax Mini 90 now includes double exposure and macro modes for users who want to express their photographic creativity with beautiful image quality."
Electronics,"Sony NWZ-B183F Walkman 4GB Digital Music Player (Black) Colour:Black   Superior Sound Quality: Enjoy your favourite music on the move with the Sony Walkman MP3 player. Superior technology is meant to make your life easier. With just a push of a button, enjoy the deep bass and vibrant acoustics of your music from this MP3 player. It is equipped with Bass Boost sound effect and a 5 band equaliser for customized musical pleasures. Engineered with USB 2.0 technology, you can easily connect it to your laptop or PC and transfer your music files to it. It has a RAM of 4 MB and internal storage capacity of 4 GB. The internal memory is vast enough to store hundreds of your songs and music tracks."
Electronics,"Bhavi i-Flash Device HD TF & SD Memory Card Reader Adapter USB 8 Pin Memory Stick for iPhone/iPad/iPod Touch/Android microUSB OTG supported Phone -White 100% brand new and high quality Free app from store for communication between your devices and i-flash drive File management ,music play and contact backup are fully built-in External memory expansion for ipad/iphone/ipod touch Secured file encryption for private files Manage all your data directly on the ISO-device Playback video/music directly from external list Document viewer for all major file formats Voice recorder/Text editor Dropbox support Compatibility with: For iPhone5/5S/5C;iPad4/Air/Mini/Mini 2;iPOD Touch5/iPhone6/6S6 Plus/iPad6 for all android phones with micro-usb port. Compatible Brands: SONY,Blackberry,LG,Nokia,Apple iPhones,HTC,Palm,Toshiba,Panasonic,Samsung,Motorola Specification: Connector A: Micro USB2.0 Female(with a USB2.0 Male cable). Connector B: 8-Pin Lightning Male. Connector C: Micro-USB Port Card: SD / TF Slot,can not work simultaneously.(Memory card not included) Package includes: 1pcs x iFlash Drive SD+TF Card reader for iPhone( Phone And Memory Card NOT Included) App Store Download: iFlashDrive-HD. It supports SDHC & micro SD card up to class 10 and 128GB(max). Comes with 2 in 1 USB + Micro USB plug, compatible with all android phone with micro USB connector. This unit do not support read two cards simultaneously"
Electronics,SanDisk Ultra A1 16GB Class 10 Ultra microSD UHS-I Card with Adapter (SDSQUAR-016G-GN6MA) Size name:16 GB   The SanDisk ultra microSDXC UHS-I card is perfect for recording and watching full HD video
Electronics,"ZVision Full HD 1080P 2.4"" LCD Car Bus Truck DVR with Memory Card Slot Recording Night Vision Camcorder Specification:* 2.4inch TFT LCD 16:9  * Minimum Illumination 1Lux * Recording way Cycle recording/motion detection* Video format AVI * Video compression M-JPEG * View resolution 1080p, 720p, VGA* Photo resolution 3M, 2M, 1.3M, VGA * Video output format PAL/NTSC* Seamless recording yes * Auto recording support* G-sensor When the car crashes, it will save the files automatically and won't be deleted* Lock by manual When recording, short press on/off key, lock the present file by manual, then the file won't be deleted* Menu language Englisch/Russian/Japanese/French/Italian/Spanish/Simple Chinese/Traditional Chinese* Loop recording time 1/3/5minutes (optional)* Audio recording built-in Microphone ,audio recording can be on and off* Version number show the software version number and the publish time of software* Night vision function infrared LED* Memory car TF card (not include) * Memory storage 2GB-32GB * USB interface Mini5Pin USB2.0* Operation system Windows2000, Windows XP, Windows7 etc..* Battery: There is battery but it is just to save the video. No Power back-up* Power consumption standby 300mAh * Power car power 5V/1A* Storage temperature -10°C~70°C * Operation temperature -10°C~60°C* Display size: 2.7* Color BlackPackage Contains:1 x ZVision Card DVR with LCD Screen and Memory Card Slot.1 x Car Charger1 x Mounting Stand1 x English User Manual"
Electronics,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder - 2 lbs, (Double Rich Chocolate) Flavor:Double Rich Chocolate   The sports nutrition industry’s best-selling whey protein powder represents the gold standard of protein quality. Made in GMP compliant company owned and operated facilities in the U.S.A., Gold Standard 100% Whey uses pure Whey Protein Isolates as the primary ingredient. Combined with ultra-filtered whey protein concentrate, each serving provides 24 grams of all-whey protein and 5.5 grams of naturally occurring Branched Chain Amino Acids (BCAAs) which are prized by athletes for their muscle building qualities. With more than 20 tempting flavors to choose from, ON’s Gold Standard 100% Whey gives you plenty of ways to keep workout recovery interesting."
